"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25"
2.77662294029105,3.25970598784218,4.91460103184584,7.85706266517004,9.5845148792775,13.2655703663538,11.9205847307937,12.3623629774321,12.8181269743365,13.8614052906546,28.5218203601036,29.2085208475652,31.0172218861379,35.5420736306535,0,0,0,0,0,0,0,0,0,0,0
1.80484007658419,5.74648475985539,7.32718577339663,9.64557750914945,10.2187109395033,11.6866155350315,14.9190112926729,16.2440894867407,24.5352859679368,29.9079715156024,32.3585053235317,33.0869949438113,34.42254654894,36.3596002530027,36.8759802758981,38.0377836302085,40.4477045612228,40.9867613443174,0,0,0,0,0,0,0
3.82228510669936,4.22201344674215,5.47879086301533,6.73319744184127,9.13174281043896,9.2473131851211,11.1788748704468,15.3282683152025,27.9728204570948,30.0266437793718,32.8588176661988,33.4812763247724,35.4914830338719,36.9585060056554,40.4119809572075,0,0,0,0,0,0,0,0,0,0
2.6729441538625,4.55006310697996,6.47040052437783,8.9032788047853,10.6238307928916,14.6998723414645,16.6416734385081,26.5068544510419,28.4853960251891,30.7741855683466,32.8132009962925,34.3343888630013,36.7233805959889,38.5534030783451,40.8568829899071,0,0,0,0,0,0,0,0,0,0
1.67211243689977,3.80138534568304,5.58229079794599,8.16824260160809,10.3002541625574,10.9707038512962,12.0307071885378,15.125110801788,14.9280217519899,15.840262524098,27.2437961059869,30.0856746193523,30.5016005213473,33.1713077515198,36.0921254938658,36.8377897991274,38.1523013810731,38.0140286421759,38.7057240673825,41.9028556757508,0,0,0,0,0
1.73264073317861,2.28061924451424,4.96161056200935,6.6022080064907,9.98083132806831,13.6917531569569,15.2094127441483,24.8068837959105,27.5405329758078,29.0926130384998,31.5155769221265,34.5845677420873,37.6325433621741,38.8750775452137,0,0,0,0,0,0,0,0,0,0,0
3.03216850776267,3.6653198601961,6.75529729226463,8.81580679504402,10.8969125356192,12.6367393495786,27.2995503145132,29.1574632185653,31.1721763577624,36.0403925260716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.86730746327783,5.55326998889554,8.66058951820515,9.93208755352879,12.3320977151449,14.020132426807,16.5442686972803,17.4790448195655,27.4956152938053,28.1277802372343,32.9988994493319,35.3869506889327,34.0087155750007,38.1605501128465,40.6973072393849,0,0,0,0,0,0,0,0,0,0
2.36782072093186,3.90895829035732,5.07355355975373,5.99905019138201,9.11977006362015,10.5667848344676,10.5729013964312,12.3029419183244,15.4562521717802,24.3440105514682,24.4758701574214,27.6056052302919,27.6958342132127,32.8930683454382,34.2141609625399,35.3508855391045,36.9270423424903,38.3916003255416,0,0,0,0,0,0,0
3.14434816104744,5.33271715176848,7.51400955741386,8.89026396518888,9.90811213331973,10.7509703311055,12.0584024916806,12.30116877357,13.8720652003192,15.4027217380432,24.8004809749582,26.0015323925309,28.4000742556994,28.1254938143121,30.5638488060889,32.3362047745743,35.2947967668285,35.5299118643865,38.2906472894994,40.0678852296729,0,0,0,0,0
3.08337860069859,3.36131037818188,5.14851507807937,7.51583291475317,8.0239855727735,10.2543198449944,11.7665689167746,11.9666751055988,14.0833842647795,15.6791529628346,16.364686380195,17.9577580088061,18.871820081628,24.2236152431806,28.6002778299793,28.7444597760358,29.6846578995783,31.2228306952315,32.5526275912522,32.4874536279696,35.1552768472723,36.662074921515,38.6808261558919,38.7846517083844,40.7915859313865
2.67920359018326,4.11907348136032,7.48269084186869,7.76810471350217,9.41903639249261,10.2949928568098,14.4437416871913,27.2268861350148,29.790094719954,32.1301410670081,34.0338803557895,34.203229266701,37.6043038667543,0,0,0,0,0,0,0,0,0,0,0,0
