0,1,2,3,4
0.0,0.361,0.446,0.399,0.08500000000000002
1.0,0.508,0.631,0.563,0.123
2.0,0.292,0.362,0.323,0.07
3.0,0.274,0.327,0.298,0.05299999999999999
4.0,0.282,0.339,0.308,0.05700000000000005
5.0,0.535,0.655,0.589,0.12
6.0,0.405,0.504,0.449,0.09899999999999998
7.0,0.299,0.363,0.328,0.064
8.0,0.453,0.561,0.501,0.10800000000000004
9.0,0.378,0.46,0.415,0.08200000000000002
10.0,0.452,0.555,0.498,0.10300000000000004
11.0,0.3,0.386,0.337,0.08600000000000002
