"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25"
2.12605412860882,4.29237849880388,6.27536282863294,4.15399331364185,8.58898730423377,12.604469397848,12.0220858614372,13.6641409357567,13.5899761982569,13.6762123553186,29.0180500974914,30.2527597695067,30.4651197571401,36.4581441169314,0,0,0,0,0,0,0,0,0,0,0
1.87543413638476,5.78823356170855,7.14567997085705,9.55452015369836,10.229696433806,11.7289180677636,15.0203315046546,16.3662166091396,24.6175644826249,29.9826358617644,32.3410146450943,33.282456604231,34.5065419800222,36.3625408592925,37.3007888094347,38.1853538912157,40.5386503370493,41.1482487886856,0,0,0,0,0,0,0
4.32362403572037,3.92239839382246,5.33510159022604,6.68766749982663,8.6254806750638,9.40809310065001,11.2309913971026,15.4180556765466,28.053114516687,30.0858873207506,32.9250873130627,33.5891821442972,35.5394435373255,36.9689786927042,38.9409632873558,0,0,0,0,0,0,0,0,0,0
2.64769959135376,4.51439883118972,6.4761703761176,8.86811841985251,10.592228530936,14.66611330505,16.6070651588377,26.4779818433727,28.4486081006208,30.7484966107592,32.7810878744465,34.3146962797608,36.6935373138317,38.5216006024517,40.8226367055937,0,0,0,0,0,0,0,0,0,0
1.63110759564355,2.87097718124503,5.53888288289498,8.16653753858644,10.3556491011706,10.8961223160091,11.9755831519311,15.1152088017762,14.9261990914466,15.8496677531637,27.2040051639949,29.9893674864106,30.4203390571016,33.2185697967001,36.0714097986381,36.7529484635054,38.1270215757743,38.0114627072608,38.6966159831466,42.1223035515979,0,0,0,0,0
1.65099049262358,2.3968777385962,5.05178659140732,6.67496959380303,9.90797041676256,13.6684294570431,15.2437246933454,24.82860954861,27.5687171693361,29.0955140378934,31.5806856310352,34.6327555683414,37.6996254439988,38.801822167085,0,0,0,0,0,0,0,0,0,0,0
3.02761581480325,3.64679940566902,6.72379136052913,8.76164997534669,10.7858010846811,12.7908455589467,27.2269912234897,28.3443062628188,30.9605515850223,36.0501605208917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.05889300621693,5.010193604775,7.86625577275449,9.61103586959918,11.0546943137652,14.1920951228636,17.3217411217784,17.9743291607511,27.8004880147461,28.892463888802,32.8553447502684,35.4935291358051,34.823854173142,37.9754375281122,42.6997609301704,0,0,0,0,0,0,0,0,0,0
2.99860731211546,5.24695593914142,5.46133376541257,8.18487885081648,9.77371590749358,10.4365975580562,11.5736853178794,12.0821502872506,15.2453299897405,24.1263380956869,24.8580329524919,27.2676063721622,29.7872747155693,32.4822502854445,34.3879739753709,34.3922042764782,36.0486318615505,38.4286628981187,0,0,0,0,0,0,0
3.1020152165503,5.28667445258589,7.49251095858132,8.88669059673835,9.88530846261748,10.7018701851675,12.0470121001155,12.3090206379202,13.5386920478344,15.3542329615739,23.6377092775177,26.0020596739863,28.9640011242682,28.9730522008422,31.4068582096888,33.2765529168885,35.3083143065367,35.5343047923831,38.3555367778967,40.0267795201765,0,0,0,0,0
3.08630836733568,3.33778867010247,5.13519257759215,7.53721340375828,7.97959399220579,10.1393166176033,11.7811808260068,11.9947173740596,14.0726691485473,15.6568549453811,16.9274317931554,18.0213865055193,18.8761933502761,24.1934945954605,28.6077923948983,28.8421541268302,30.4962469342443,31.2609793177363,32.6285008438441,32.4640801253505,35.1124783892419,36.6246886663106,38.6703927268998,38.7612609001649,40.7709756230811
2.65250797818262,4.05034030505873,7.37737323827772,7.85473119573899,9.35272282737615,10.2710033995437,14.4270943815557,27.1424081139272,29.7172248032399,32.0951489966709,33.9515188959727,34.1720584878428,37.6190849999046,0,0,0,0,0,0,0,0,0,0,0,0
