0,1,2,3,4
0.0,0.382,0.471,0.422,0.08899999999999997
1.0,0.472,0.587,0.523,0.11499999999999999
2.0,0.322,0.399,0.356,0.07700000000000001
3.0,0.276,0.329,0.3,0.05299999999999999
4.0,0.287,0.346,0.313,0.059
5.0,0.588,0.72,0.647,0.132
6.0,0.401,0.499,0.444,0.09799999999999998
7.0,0.343,0.417,0.377,0.07399999999999995
8.0,0.443,0.549,0.49,0.10600000000000004
9.0,0.378,0.46,0.415,0.08200000000000002
10.0,0.439,0.539,0.483,0.10000000000000003
11.0,0.294,0.38,0.332,0.08600000000000002
